max_depth	min_split	ganancia_promedio
4	1000	-1	500	20094667
4	1000	-1	400	20334667
4	1000	-1	300	20236000
4	1000	-1	200	20200000
4	1000	-1	100	20006667
4	1000	-1	50	19426667
4	1000	-1	20	19752000
4	1000	-1	10	19401333
4	1000	-1	1	18798667
4	1000	0	500	0
4	1000	0	400	0
4	1000	0	300	0
4	1000	0	200	0
4	1000	0	100	0
4	1000	0	50	0
4	1000	0	20	0
4	1000	0	10	0
4	1000	0	1	17553333
4	1000	0.001	500	0
4	1000	0.001	400	0
4	1000	0.001	300	0
4	1000	0.001	200	0
4	1000	0.001	100	0
4	1000	0.001	50	0
4	1000	0.001	20	0
4	1000	0.001	10	0
4	1000	0.001	1	0
4	1000	0.01	500	0
4	1000	0.01	400	0
4	1000	0.01	300	0
4	1000	0.01	200	0
4	1000	0.01	100	0
4	1000	0.01	50	0
4	1000	0.01	20	0
4	1000	0.01	10	0
4	1000	0.01	1	0
4	1000	0.1	500	0
4	1000	0.1	400	0
4	1000	0.1	300	0
4	1000	0.1	200	0
4	1000	0.1	100	0
4	1000	0.1	50	0
4	1000	0.1	20	0
4	1000	0.1	10	0
4	1000	0.1	1	0
4	1000	0.5	500	0
4	1000	0.5	400	0
4	1000	0.5	300	0
4	1000	0.5	200	0
4	1000	0.5	100	0
4	1000	0.5	50	0
4	1000	0.5	20	0
4	1000	0.5	10	0
4	1000	0.5	1	0
4	1000	1	500	0
4	1000	1	400	0
4	1000	1	300	0
4	1000	1	200	0
4	1000	1	100	0
4	1000	1	50	0
4	1000	1	20	0
4	1000	1	10	0
4	1000	1	1	0
4	1000	5	500	0
4	1000	5	400	0
4	1000	5	300	0
4	1000	5	200	0
4	1000	5	100	0
4	1000	5	50	0
4	1000	5	20	0
4	1000	5	10	0
4	1000	5	1	0
4	800	-1	500	20094667
4	800	-1	400	20334667
4	800	-1	300	20236000
4	800	-1	200	20200000
4	800	-1	100	20006667
4	800	-1	50	19426667
4	800	-1	20	19752000
4	800	-1	10	19401333
4	800	-1	1	18798667
4	800	0	500	0
4	800	0	400	0
4	800	0	300	0
4	800	0	200	0
4	800	0	100	0
4	800	0	50	0
4	800	0	20	0
4	800	0	10	0
4	800	0	1	17553333
4	800	0.001	500	0
4	800	0.001	400	0
4	800	0.001	300	0
4	800	0.001	200	0
4	800	0.001	100	0
4	800	0.001	50	0
4	800	0.001	20	0
4	800	0.001	10	0
4	800	0.001	1	0
4	800	0.01	500	0
4	800	0.01	400	0
4	800	0.01	300	0
4	800	0.01	200	0
4	800	0.01	100	0
4	800	0.01	50	0
4	800	0.01	20	0
4	800	0.01	10	0
4	800	0.01	1	0
4	800	0.1	500	0
4	800	0.1	400	0
4	800	0.1	300	0
4	800	0.1	200	0
4	800	0.1	100	0
4	800	0.1	50	0
4	800	0.1	20	0
