numero_de_cliente	prob_positivo
15555437	0.99077445268631
18964808	0.990287661552429
12866143	0.989556729793549
19122857	0.989033341407776
17033682	0.988934814929962
24444065	0.988504827022552
14764023	0.988250911235809
21735718	0.987452447414398
14756007	0.986862301826477
14175104	0.986192107200623
24483152	0.98595780134201
23235600	0.985954105854034
13158060	0.985815048217773
21634788	0.985350012779236
19788980	0.985203862190247
21288802	0.984014093875885
19909598	0.983960747718811
12763243	0.98360413312912
17902093	0.983485460281372
22763455	0.983152270317078
20144381	0.982966303825378
23337422	0.982952356338501
23031937	0.982508659362793
16613917	0.982342422008514
24483404	0.981814205646515
17676185	0.981441020965576
14058228	0.981341600418091
15855829	0.981053173542023
22331149	0.981037437915802
14592731	0.98056823015213
23779365	0.980348885059357
22368266	0.980170726776123
23653767	0.980162262916565
10069613	0.98011189699173
22545060	0.980045020580292
13014051	0.979999899864197
17467570	0.979823470115662
23653443	0.979665815830231
14368250	0.979658007621765
24431528	0.979649245738983
15172832	0.979476869106293
23509009	0.979421377182007
13111607	0.979396820068359
12909883	0.979239165782928
24438861	0.97911673784256
23337168	0.979054927825928
24439526	0.978994250297546
23767535	0.97896808385849
24489777	0.978357791900635
24473482	0.978304505348206
21963294	0.978300511837006
19978490	0.978196561336517
24431770	0.978187561035156
23662674	0.977816462516785
22993369	0.977792263031006
24438107	0.977651298046112
24412427	0.97756439447403
23511570	0.977510631084442
23196574	0.977164328098297
18578053	0.97713965177536
22774616	0.976953029632568
24443307	0.976416289806366
21443577	0.976182222366333
14337068	0.976083934307098
20028265	0.976002097129822
10577347	0.975979447364807
24481588	0.975828349590302
16193854	0.975608170032501
22196416	0.975532293319702
23783274	0.975466847419739
24490286	0.975329399108887
24435325	0.975256264209747
23768091	0.975193440914154
24443482	0.975106120109558
18158557	0.975091397762299
24459106	0.975042223930359
24407390	0.974998950958252
23613327	0.974823772907257
21328773	0.97476327419281
24447298	0.974721491336823
23772349	0.974666893482208
24456499	0.974632322788239
24474221	0.974625647068024
24485647	0.974492967128754
24426214	0.97438508272171
22300422	0.974316537380219
23105660	0.974312245845795
24487967	0.974303722381592
16425902	0.974270939826965
15831207	0.974213421344757
17884968	0.974152565002441
19681887	0.974090933799744
24414423	0.974086821079254
24491637	0.973961055278778
24457010	0.973953187465668
22711555	0.973915874958038
24424019	0.97381204366684
17608107	0.9737548828125
17532686	0.973635613918304
24454134	0.973584353923798
23784823	0.973541080951691
24414255	0.973537981510162
24317642	0.973443567752838
23765347	0.973411679267883
15908773	0.973399937152863
24357840	0.973221957683563
15178022	0.973203241825104
16534861	0.973083257675171
19493856	0.973078489303589
21854794	0.973033905029297
24445047	0.97299587726593
15054391	0.972716867923737
23782728	0.972673535346985
24437433	0.972581267356873
24483403	0.972365319728851
10583025	0.972154140472412
24431951	0.972111165523529
18795199	0.972009122371674
23478098	0.971968948841095
19630353	0.971863627433777
21714101	0.971783041954041
24475320	0.97166121006012
24484379	0.971643567085266
22643854	0.971595764160156
19725983	0.971257269382477
24487652	0.971190929412842
22052389	0.971183836460114
23762400	0.971105217933655
10374077	0.971059501171112
24436326	0.971057116985321
18325487	0.97098833322525
23043637	0.970816969871521
14434432	0.970815718173981
21201149	0.970803618431091
21813146	0.970791220664978
24423112	0.97068864107132
22716435	0.970674276351929
23188290	0.970634639263153
24439581	0.970410168170929
24448502	0.970385730266571
18166488	0.970375955104828
24447172	0.970365822315216
24409171	0.970255434513092
22689260	0.97025340795517
19774891	0.970237791538239
24484073	0.970224857330322
24423691	0.970171332359314
19359174	0.97017115354538
24474978	0.97008740901947
18933730	0.970070064067841
23289831	0.970005750656128
17699252	0.970004200935364
16763475	0.97000253200531
21785465	0.969995558261871
14373710	0.969969987869263
15654862	0.969968855381012
22733058	0.969906091690063
13317132	0.969811797142029
18936816	0.969783186912537
23145418	0.969774544239044
22786055	0.969758749008179
18231017	0.96975165605545
19580961	0.969560325145721
21498355	0.969544231891632
24424127	0.969544231891632
24433116	0.969544231891632
21978626	0.969492554664612
24488991	0.969444572925568
23447510	0.969387888908386
17616379	0.969348728656769
22016553	0.969275891780853
23790932	0.969228446483612
12844005	0.969176471233368
18580232	0.969103932380676
18169791	0.969065368175507
13454459	0.968982756137848
14543188	0.968792080879211
15803449	0.968763470649719
22619853	0.968698143959045
17975517	0.968672275543213
24457247	0.968667030334473
14921028	0.968600034713745
24420274	0.968508243560791
22552953	0.96850049495697
23213908	0.968498170375824
24426689	0.968468725681305
23481465	0.96840500831604
17823204	0.9682936668396
22704811	0.968219578266144
24490656	0.968219220638275
20012838	0.968208611011505
19554032	0.968176543712616
21919061	0.968112289905548
23796330	0.96809321641922
23013564	0.968068957328796
24454572	0.968068957328796
21871750	0.968067526817322
15979481	0.968022167682648
13523559	0.967994809150696
23762135	0.9678955078125
23052175	0.96786230802536
22085020	0.96782523393631
24433339	0.967728316783905
24452369	0.967713475227356
17712772	0.967707455158234
22697407	0.967703342437744
17728059	0.967688918113708
21621118	0.967659711837769
24432504	0.967659711837769
24389110	0.967628121376038
23456172	0.967535793781281
18285576	0.967492520809174
22016579	0.967434585094452
24386972	0.967370867729187
24429315	0.967358529567719
11393725	0.967358410358429
15285795	0.967349171638489
22729800	0.96734744310379
23762699	0.96732884645462
23768195	0.96732884645462
21538540	0.967323243618011
20400144	0.967315793037415
13676268	0.967298746109009
17085616	0.96724933385849
23784363	0.967203915119171
24418994	0.967195451259613
18041818	0.967181503772736
24418027	0.967169463634491
24455899	0.967162668704987
16064163	0.967151045799255
24414789	0.967087149620056
24491688	0.967068672180176
24458432	0.967036783695221
23762138	0.967001020908356
21228478	0.96697872877121
23782842	0.966973781585693
23768206	0.966960787773132
21231219	0.966955542564392
23709030	0.966794729232788
23088536	0.966666281223297
16577590	0.966657698154449
23784713	0.966622948646545
22585420	0.966579377651215
24454221	0.966500759124756
19136313	0.966457009315491
23773075	0.966407358646393
20287896	0.966401100158691
24433301	0.966401100158691
24475301	0.966389775276184
24483402	0.96638697385788
23640382	0.9663445353508
23766834	0.966293692588806
13595250	0.966288089752197
23151224	0.966284990310669
13929308	0.966282308101654
24449697	0.966249585151672
18302991	0.966201841831207
23793674	0.966195821762085
22830997	0.966186285018921
13057621	0.966167032718658
17020137	0.966154873371124
20337756	0.966141879558563
24426839	0.96613609790802
24436760	0.966126322746277
24453188	0.96611750125885
22312684	0.96604710817337
16591738	0.966037273406982
23706726	0.96603661775589
17061429	0.966030180454254
20416427	0.965953290462494
17955156	0.965885877609253
22668952	0.965791285037994
24489194	0.965783953666687
14957656	0.96573680639267
24388615	0.965733885765076
24474763	0.965722978115082
22626907	0.965704798698425
20000290	0.965666174888611
19523195	0.965649425983429
20966605	0.965596616268158
18270411	0.965574145317078
22233487	0.96555882692337
19682574	0.96554172039032
18553109	0.96553236246109
19623533	0.965524911880493
24438685	0.965524911880493
24445610	0.965482831001282
24481599	0.965480446815491
20161962	0.965467929840088
19955056	0.965436339378357
23781874	0.96539968252182
23287205	0.965331137180328
15016337	0.965248286724091
23545262	0.965240955352783
24483582	0.965212643146515
23747230	0.9652019739151
23772108	0.965154469013214
23794667	0.96512246131897
23783531	0.965091705322266
24473192	0.965088129043579
22339362	0.965053737163544
15903356	0.965043187141418
24489621	0.964918971061707
15673549	0.964904189109802
24425873	0.964890778064728
20546528	0.964838624000549
24423016	0.964836061000824
24451139	0.964764177799225
23779177	0.964755713939667
23789021	0.964671850204468
24412433	0.964602410793304
24437988	0.964586794376373
22472703	0.964583337306976
21086016	0.964565932750702
23771425	0.96452522277832
23778757	0.964509904384613
24453510	0.964496850967407
24474818	0.964464128017426
24475300	0.964446485042572
14793874	0.964402258396149
15987847	0.964365661144257
19100704	0.964331984519958
24408288	0.964308321475983
24457513	0.964300036430359
15855851	0.96429318189621
24443996	0.964199364185333
22401486	0.964186310768127
24482687	0.964186310768127
21559153	0.964166283607483
21809473	0.964155614376068
21013195	0.964128017425537
15476280	0.964063107967377
19840084	0.964045703411102
23775661	0.964005291461945
23781544	0.964001595973969
18258600	0.963967502117157
18119995	0.963700711727142
24455809	0.963627994060516
22730412	0.963617265224457
20849033	0.963607847690582
24488562	0.963563680648804
17277371	0.963479578495026
24441699	0.963472485542297
24491853	0.963468253612518
18025693	0.963428437709808
18377681	0.963371455669403
24482839	0.963306844234467
22154463	0.963297247886658
23112183	0.963285803794861
18149596	0.963250339031219
16912304	0.963124930858612
24419233	0.963106989860535
24436828	0.963100790977478
16389516	0.963100671768188
22616709	0.963097512722015
15833758	0.963020622730255
24487821	0.962967693805695
24439825	0.962965130805969
23207658	0.962903141975403
22495505	0.96284943819046
19179348	0.96274596452713
20236651	0.962727010250092
24450291	0.962727010250092
24483119	0.96271812915802
23783875	0.962714970111847
24424031	0.962703108787537
18742949	0.962700009346008
24423051	0.962659180164337
24430195	0.962657392024994
24489711	0.962650895118713
24428938	0.962551474571228
22146350	0.962535977363586
22285684	0.96253490447998
10057689	0.962517738342285
22861019	0.962497651576996
23519569	0.962450087070465
19890393	0.962444305419922
14823987	0.962443649768829
24481587	0.962404131889343
22214819	0.962281048297882
24454559	0.962275981903076
24487360	0.962269902229309
22420350	0.962211191654205
24481715	0.962202906608582
16332652	0.962179362773895
24418248	0.962177157402039
22819472	0.962109088897705
24428780	0.962072432041168
23538377	0.962035059928894
24449739	0.962013959884644
22680013	0.961986482143402
24451140	0.961911141872406
24370820	0.961892426013947
22749778	0.961882174015045
22507959	0.961863875389099
24482635	0.96185290813446
20407361	0.961810231208801
22987948	0.961809158325195
24156992	0.961758315563202
10224739	0.961714208126068
24424032	0.961714208126068
15226453	0.96171236038208
15332493	0.96170848608017
22849571	0.961693942546844
18398887	0.961618304252625
14472988	0.961571097373962
19853524	0.961514592170715
20021422	0.961473345756531
24432779	0.961472272872925
23794341	0.961394369602203
15951631	0.961334943771362
22713452	0.961333453655243
24426501	0.961249172687531
22004269	0.96124792098999
23702322	0.961187362670898
23775514	0.961184501647949
23539633	0.961164474487305
24455642	0.961155652999878
24448715	0.960962414741516
19737280	0.960861921310425
20105722	0.960861921310425
24487319	0.960858047008514
24455425	0.96082329750061
11212892	0.960816562175751
24444482	0.960778832435608
24290892	0.960731744766235
17990774	0.960713267326355
24450210	0.960700392723083
14580890	0.960683107376099
24483488	0.960653722286224
16539568	0.960638225078583
14647182	0.960621356964111
22138489	0.960620820522308
24486652	0.960595011711121
18438409	0.960546374320984
24459667	0.960538566112518
